0.00799054, 0.00965905, 1.00276, 0.122498, -1.20056, 0.465576
0.00774422, 0.00979172, 0.999526, 0.122498, -1.50574, 0.465576
0.00798935, 0.0100529, 0.998927, 0.122498, -1.20056, 0.465576
0.00860136, 0.00979186, 1.00048, 0.0614625, -0.773315, 0.465576
0.00884713, 0.00901358, 1.00168, 0.0614625, -0.773315, 0.465576
0.00921468, 0.00862413, 1.00288, 0.0614625, -1.32263, 0.526611
0.0098264, 0.0091433, 1.00276, 0.0614625, -2.17712, 0.587646
0.0112939, 0.00875853, 1.00096, 0.0614625, -2.97058, 0.648681
0.0116618, 0.00837291, 0.998565, 0.000427485, -3.15369, 0.709716
0.011785, 0.00836809, 1.00324, 0.000427485, -2.90955, 0.709716
0.0130085, 0.00849393, 1.00827, 0.122498, -3.703, 0.770752
0.0134998, 0.00887354, 1.01737, 0.305604, -5.53406, 0.770752
0.0155781, 0.00914222, 1.01102, 0.732849, -8.76892, 0.892822
0.0194895, 0.010198, 0.998805, 0.854919, -10.2948, 0.953857
0.0225486, 0.010716, 1.00288, 0.793885, -10.1727, 0.953857
0.024997, 0.0108376, 1.01342, 0.732849, -11.2714, 1.01489
0.0284249, 0.0103157, 1.02121, 0.488708, -13.6517, 1.07593
0.0330742, 0.0103241, 1.01917, 0.305604, -16.8256, 1.198
0.0387011, 0.00995091, 1.01078, 0.244568, -19.7552, 1.25903
0.0442098, 0.00775278, 1.0127, 0.183532, -21.9525, 1.25903
0.0499625, 0.00749476, 1.01892, 0.183532, -24.8822, 1.07593
0.058522, 0.0099809, 1.00766, 0.122498, -28.056, 0.831787
0.0663451, 0.0126051, 0.988497, 0.000427485, -28.4833, 0.953857
0.0740535, 0.0121029, 0.983224, -0.0606076, -26.4691, 1.13696
0.0805399, 0.0108098, 0.988134, -0.0606076, -24.1498, 1.198
0.0958443, 0.00305024, 0.99052, -0.0606076, -21.9525, 0.465576
0.0949709, 0.0139595, 0.970405, -0.0606076, -19.9384, -0.144776
0.100234, 0.0121528, 0.969444, -0.0606076, -15.4218, 0.28247
0.104764, 0.0108489, 0.98202, -0.121644, -11.6986, 0.587646
0.109421, 0.00760019, 0.995073, -0.0606076, -10.2338, 0.709716
0.110642, 0.00993131, 0.99843, 0.000427485, -10.5389, 0.404541
0.112719, 0.0118799, 0.997113, 0.000427485, -11.1493, 0.404541
0.117128, 0.00915861, 1.00226, 0.0614625, -11.8817, 0.526611
0.123009, 0.00461694, 1.01447, 0.000427485, -13.8959, 0.221435
0.125942, 0.0069533, 1.01508, -0.0606076, -17.6801, -0.510987
0.130588, 0.0100689, 1.01604, -0.182678, -21.5863, -1.12134
0.140139, 0.00283001, 1.00992, -0.304748, -24.9432, -1.36548
0.142938, 0.0125736, 0.993156, -0.304748, -27.3236, -1.67065
0.148807, 0.0154306, 0.995194, -0.365784, -28.2391, -1.60962
0.157374, 0.0129818, 0.993034, -0.304748, -28.7885, -1.24341
0.169252, 0.00638305, 0.99602, -0.365784, -29.5819, -1.24341
0.177447, 0.00717746, 0.991347, -0.426818, -30.7416, -1.67065
0.186626, 0.00550453, 0.991344, -0.609924, -31.9012, -2.52515
0.194822, 0.00616525, 0.989546, -0.793029, -33.244, -3.01343
0.206938, 0.0023021, 0.980796, -0.976136, -34.5868, -3.74585
0.213414, 0.00815791, 0.967743, -1.09821, -34.953, -4.05103
0.214499, 0.0202158, 0.967395, -1.34235, -33.7933, -4.1731
0.225395, 0.0163286, 0.979608, -0.976136, -32.5116, -2.70825
0.238866, 0.0085567, 0.991338, -0.854065, -33.9764, -2.28101
0.250108, 0.0154749, 0.959957, -1.28131, -37.5775, -3.62378
0.255965, 0.0234218, 0.931094, -1.03717, -34.8309, -2.64722
0.266861, 0.0191526, 0.936119, -0.793029, -29.0326, -1.0603
0.27531, 0.0153894, 0.950489, -0.54889, -24.9432, -0.0227047
0.282533, 0.0128032, 0.953959, -0.365784, -23.1732, 0.526611
0.289017, 0.0121689, 0.948567, -0.182678, -21.7694, 0.892822
0.294402, 0.0116574, 0.949044, -0.0606076, -20.0604, 1.07593
0.301137, 0.00944618, 0.964733, 0.0614625, -19.6332, 1.198
0.304803, 0.0128174, 0.96869, 0.0614625, -21.5253, 1.13696
0.311165, 0.0125755, 0.960662, 0.0614625, -23.5394, 1.32007
0.317771, 0.0123334, 0.952994, -0.0606076, -24.6381, 1.50317
0.325234, 0.0118278, 0.949638, 0.000427485, -25.3705, 1.56421
0.331842, 0.0109327, 0.946881, 0.000427485, -26.0419, 1.62524
0.337958, 0.010559, 0.94053, 0.000427485, -26.1639, 1.62524
0.344441, 0.0116092, 0.935858, -0.0606076, -25.5536, 1.62524
0.351415, 0.0109781, 0.929028, -0.0606076, -24.577, 1.56421
0.358388, 0.0108616, 0.925552, -0.0606076, -23.1122, 1.56421
0.364754, 0.00853658, 0.92507, 0.000427485, -21.5863, 1.44214
0.371365, 0.00607136, 0.935847, -0.121644, -21.2811, 0.892822
0.384593, -0.00415458, 0.939189, -0.487855, -22.5629, -0.205811
0.381514, 0.0104978, 0.930459, -1.40338, -25.0043, -2.21997
0.391677, 0.00312818, 0.925179, -1.70856, -25.6146, -3.07446
0.394732, 0.00779268, 0.931533, -2.1358, -26.7133, -4.11206
