0.391284, 0.0254133, 0.936103, -2.44098, -29.1547, -4.66138
0.399726, 0.024397, 0.926876, -2.25787, -31.413, -4.11206
0.408779, 0.0217131, 0.902794, -1.70856, -31.2909, -2.28101
0.424569, 0.0155155, 0.899071, -1.03717, -28.3612, -0.144776
0.432893, 0.0128038, 0.900146, -0.731995, -27.3846, 0.526611
0.440844, 0.0123089, 0.887326, -0.487855, -26.347, 0.953857
0.447083, 0.0114255, 0.873188, -0.365784, -23.7836, 1.13696
0.453199, 0.0109224, 0.866718, -0.243713, -19.8163, 1.198
0.456994, 0.0104037, 0.870909, -0.121644, -16.0321, 1.198
0.461277, 0.0107895, 0.880013, -0.0606076, -13.2855, 1.198
0.463725, 0.0107881, 0.884445, 0.000427485, -11.8817, 1.198
0.466294, 0.01105, 0.885044, 0.000427485, -11.2714, 1.198
0.469353, 0.0106662, 0.883366, 0.0614625, -11.1493, 1.25903
0.471557, 0.0106622, 0.889834, 0.122498, -11.4545, 1.25903
0.474128, 0.00988031, 0.89738, 0.183532, -13.1024, 1.32007
0.477064, 0.0102757, 0.894744, 0.183532, -15.6049, 1.3811
0.480976, 0.0113243, 0.889354, 0.0614625, -17.619, 1.44214
0.485993, 0.0108187, 0.883842, -0.0606076, -19.2059, 1.50317
0.490275, 0.0106971, 0.880727, -0.121644, -20.6708, 1.56421
0.496146, 0.0104541, 0.873059, -0.182678, -21.5863, 1.56421
0.501162, 0.0103378, 0.866948, -0.121644, -22.0135, 1.56421
0.507155, 0.010099, 0.855447, -0.0606076, -21.7084, 1.56421
0.512171, 0.0102379, 0.85305, 0.000427485, -20.4877, 1.50317
0.517065, 0.010243, 0.854487, 0.000427485, -19.2059, 1.50317
0.521347, 0.0110288, 0.85293, 0.000427485, -18.5956, 1.44214
0.525995, 0.0111655, 0.85209, 0.000427485, -18.2294, 1.50317
0.5293, 0.0102629, 0.851251, -0.0606076, -17.9242, 1.50317
0.533826, 0.00988911, 0.842984, -0.0606076, -17.619, 1.44214
0.537985, 0.00977103, 0.837472, -0.0606076, -16.5204, 1.3811
0.541045, 0.00899947, 0.835914, -0.0606076, -15.1776, 1.3811
0.543981, 0.00913119, 0.837591, 0.000427485, -14.14, 1.32007
0.547651, 0.00901181, 0.832678, 0.000427485, -13.2245, 1.32007
0.550586, 0.00915145, 0.826928, -0.0606076, -11.7596, 1.25903
0.553155, 0.00928958, 0.822136, -0.121644, -9.74548, 1.198
0.555846, 0.00877481, 0.821296, -0.121644, -6.32751, 1.07593
0.556949, 0.00812609, 0.823572, -0.121644, -4.19128, 1.01489
0.55707, 0.00929203, 0.82477, -0.0606076, -2.36023, 0.953857
0.556948, 0.0091627, 0.824411, -0.0606076, -0.71228, 0.892822
0.557804, 0.00955162, 0.82525, -0.0606076, 0.752563, 0.892822
0.55756, 0.0090309, 0.827286, 0.0614625, 1.8512, 0.892822
0.55646, 0.00928265, 0.832797, 0.0614625, 2.52258, 0.892822
0.556461, 0.0087603, 0.835671, 0.0614625, 2.58362, 0.831787
0.554993, 0.00914639, 0.837229, 0.0614625, 2.27844, 0.831787
0.555114, 0.0100539, 0.83675, 0.000427485, 1.8512, 0.892822
0.554013, 0.00978991, 0.839985, 0.000427485, 1.30188, 0.892822
0.553158, 0.00900951, 0.841781, 0.0614625, 0.447388, 0.953857
